"HS2","HS2 ID","HS4","HS4 ID","Section","Section ID","Trade Value","Year"
"Inorganic chemicals",628,"Chlorates and Perchlorates",62829,"Chemical Products",6,549989,2002
"Inorganic chemicals",628,"Sulfides",62830,"Chemical Products",6,800769,2002
"Inorganic chemicals",628,"Dithionites and Sulfoxylates",62831,"Chemical Products",6,158062,2002
"Inorganic chemicals",628,"Sulfites",62832,"Chemical Products",6,717005,2002
"Inorganic chemicals",628,"Sulfates",62833,"Chemical Products",6,7719902,2002
"Inorganic chemicals",628,"Nitrites and Nitrates",62834,"Chemical Products",6,733118,2002
"Inorganic chemicals",628,"Phosphinates (hypophosphites) and phosphonates (phosphites)",62835,"Chemical Products",6,16460008,2002
"Inorganic chemicals",628,"Carbonates",62836,"Chemical Products",6,35272725,2002
"Inorganic chemicals",628,"Cyanides",62837,"Chemical Products",6,892406,2002
"Inorganic chemicals",628,"Fulminates",62838,"Chemical Products",6,3445,2002
"Inorganic chemicals",628,"Silicates",62839,"Chemical Products",6,1421660,2002
"Inorganic chemicals",628,"Borates",62840,"Chemical Products",6,655832,2002
"Inorganic chemicals",628,"Oxometallic or Peroxometallic Acid Salts",62841,"Chemical Products",6,1009044.9999999999,2002
"Inorganic chemicals",628,"Other Inorganic Acids Salts",62842,"Chemical Products",6,714175,2002
"Inorganic chemicals",628,"Precious Metal Compounds",62843,"Chemical Products",6,449459,2002
"Inorganic chemicals",628,"Radioactive Chemicals",62844,"Chemical Products",6,1331746,2002
"Inorganic chemicals",628,"Other Isotopes",62845,"Chemical Products",6,71211,2002
"Inorganic chemicals",628,"Rare-Earth Metal Compounds",62846,"Chemical Products",6,19576,2002
"Inorganic chemicals",628,"Hydrogen peroxide",62847,"Chemical Products",6,375587,2002
"Inorganic chemicals",628,"Phosphides",62848,"Chemical Products",6,32137,2002
"Inorganic chemicals",628,"Carbides",62849,"Chemical Products",6,1912929,2002
"Inorganic chemicals",628,"Hydrides and other anions",62850,"Chemical Products",6,451918,2002
"Inorganic chemicals",628,"Inorganic Compounds",62851,"Chemical Products",6,142396,2002
"Organic chemicals",629,"Acyclic Hydrocarbons",62901,"Chemical Products",6,25004635,2002
"Organic chemicals",629,"Cyclic Hydrocarbons",62902,"Chemical Products",6,26254978.000000004,2002
"Organic chemicals",629,"Halogenated Hydrocarbons",62903,"Chemical Products",6,18131310,2002
"Organic chemicals",629,"Sulfonated, Nitrated or Nitrosated Hydrocarbons",62904,"Chemical Products",6,1054742,2002
"Organic chemicals",629,"Acyclic Alcohols",62905,"Chemical Products",6,15527016,2002
"Organic chemicals",629,"Cyclic Alcohols",62906,"Chemical Products",6,427684,2002
"Organic chemicals",629,"Phenols",62907,"Chemical Products",6,6334503,2002
"Organic chemicals",629,"Phenol Derivatives",62908,"Chemical Products",6,879378.9999999999,2002
"Organic chemicals",629,"Ethers",62909,"Chemical Products",6,85676674,2002
"Organic chemicals",629,"Epoxides",62910,"Chemical Products",6,7877067.999999999,2002
"Organic chemicals",629,"Acetals and Hemiacetals",62911,"Chemical Products",6,404430,2002
"Organic chemicals",629,"Aldehydes",62912,"Chemical Products",6,1484432,2002
"Organic chemicals",629,"Aldehyde Derivatives",62913,"Chemical Products",6,25496,2002
"Organic chemicals",629,"Ketones and Quinones",62914,"Chemical Products",6,4822475,2002
"Organic chemicals",629,"Saturated Acyclic Monocarboxylic Acids",62915,"Chemical Products",6,12273614,2002
"Organic chemicals",629,"Unsaturated Acyclic Monocarboxylic Acids",62916,"Chemical Products",6,11170042,2002
"Organic chemicals",629,"Polycarboxylic Acids",62917,"Chemical Products",6,7469322,2002
"Organic chemicals",629,"Carboxylic Acids",62918,"Chemical Products",6,11902611,2002
"Organic chemicals",629,"Phosphoric Esters and Salts",62919,"Chemical Products",6,549675,2002
"Organic chemicals",629,"Other Esters",62920,"Chemical Products",6,1803648,2002
"Organic chemicals",629,"Amine Compounds",62921,"Chemical Products",6,7215865,2002
"Organic chemicals",629,"Oxygen Amino Compounds",62922,"Chemical Products",6,20606319,2002
"Organic chemicals",629,"Quaternary Ammonium Salts and Hydroxides",62923,"Chemical Products",6,3989094,2002
"Organic chemicals",629,"Carboxyamide Compounds",62924,"Chemical Products",6,6029331,2002
"Organic chemicals",629,"Carboxyimide Compounds",62925,"Chemical Products",6,764201,2002
"Organic chemicals",629,"Nitrile Compounds",62926,"Chemical Products",6,1960635,2002
"Organic chemicals",629,"Diazo, Azo or Aoxy Compounds",62927,"Chemical Products",6,381839,2002
"Organic chemicals",629,"Hydrazine or Hydroxylamine Derivatives",62928,"Chemical Products",6,121975,2002
"Organic chemicals",629,"Other Nitrogen Compounds",62929,"Chemical Products",6,13623054,2002
"Organic chemicals",629,"Organo-Sulfur Compounds",62930,"Chemical Products",6,15326157,2002
"Organic chemicals",629,"Other Organo-Inorganic Compounds",62931,"Chemical Products",6,10350144,2002
"Organic chemicals",629,"Oxygen Heterocyclic Compounds",62932,"Chemical Products",6,4664889,2002
"Organic chemicals",629,"Nitrogen Heterocyclic Compounds",62933,"Chemical Products",6,37564391,2002
"Organic chemicals",629,"Nucleic Acids",62934,"Chemical Products",6,6289794,2002
"Organic chemicals",629,"Sulfonamides",62935,"Chemical Products",6,1799414,2002
"Organic chemicals",629,"Vitamins",62936,"Chemical Products",6,14472580,2002
"Organic chemicals",629,"Hormones",62937,"Chemical Products",6,4715928,2002
"Organic chemicals",629,"Glycosides",62938,"Chemical Products",6,1673948,2002
"Organic chemicals",629,"Vegetable Alkaloids",62939,"Chemical Products",6,4752692,2002
"Organic chemicals",629,"Chemically Pure Sugars",62940,"Chemical Products",6,1055155,2002
"Organic chemicals",629,"Antibiotics",62941,"Chemical Products",6,23064011,2002
"Organic chemicals",629,"Other Organic Compounds",62942,"Chemical Products",6,734627,2002
"Pharmaceutical products",630,"Glands and Other Organs",63001,"Chemical Products",6,876124,2002
"Pharmaceutical products",630,"Vaccines, blood, antisera, toxins and cultures",63002,"Chemical Products",6,45298153,2002
"Pharmaceutical products",630,"Unpackaged Medicaments",63003,"Chemical Products",6,12799554,2002
"Pharmaceutical products",630,"Packaged Medicaments",63004,"Chemical Products",6,435500971,2002
"Pharmaceutical products",630,"Bandages",63005,"Chemical Products",6,7294893,2002
"Pharmaceutical products",630,"Special Pharmaceuticals",63006,"Chemical Products",6,15905893,2002
"Fertilizers",631,"Animal or Vegetable Fertilizers",63101,"Chemical Products",6,676852,2002
"Fertilizers",631,"Nitrogenous Fertilizers",63102,"Chemical Products",6,11605497,2002
"Fertilizers",631,"Phosphatic Fertilizers",63103,"Chemical Products",6,15608,2002
"Fertilizers",631,"Potassic Fertilizers",63104,"Chemical Products",6,13393934,2002
"Fertilizers",631,"Mixed Mineral or Chemical Fertilizers",63105,"Chemical Products",6,14100215,2002
"Paints, dyes, & varnishes",632,"Vegetable Tanning Extracts",63201,"Chemical Products",6,409874,2002
"Paints, dyes, & varnishes",632,"Synthetic Tanning Extracts",63202,"Chemical Products",6,1192073,2002
"Paints, dyes, & varnishes",632,"Vegetable or Animal Dyes",63203,"Chemical Products",6,802699,2002
"Paints, dyes, & varnishes",632,"Synthetic Coloring Matter",63204,"Chemical Products",6,13888012,2002
"Paints, dyes, & varnishes",632,"Lake Pigments",63205,"Chemical Products",6,675191,2002
"Paints, dyes, & varnishes",632,"Other Coloring Matter",63206,"Chemical Products",6,19422097,2002
"Paints, dyes, & varnishes",632,"Prepared Pigments",63207,"Chemical Products",6,8190760,2002
"Paints, dyes, & varnishes",632,"Nonaqueous Paints",63208,"Chemical Products",6,15801712,2002
"Paints, dyes, & varnishes",632,"Aqueous Paints",63209,"Chemical Products",6,4350701,2002
"Paints, dyes, & varnishes",632,"Other Paints",63210,"Chemical Products",6,703084,2002
"Paints, dyes, & varnishes",632,"Prepared Paint Driers",63211,"Chemical Products",6,296477,2002
"Paints, dyes, & varnishes",632,"Nonaqueous Pigments",63212,"Chemical Products",6,3624724,2002
"Paints, dyes, & varnishes",632,"Artistry Paints",63213,"Chemical Products",6,657553,2002
"Paints, dyes, & varnishes",632,"Glaziers Putty",63214,"Chemical Products",6,5272081,2002
"Paints, dyes, & varnishes",632,"Ink",63215,"Chemical Products",6,13740085,2002
"Perfumery & cosmetics",633,"Essential Oils",63301,"Chemical Products",6,3608113,2002
"Perfumery & cosmetics",633,"Scented Mixtures",63302,"Chemical Products",6,33345532,2002
"Perfumery & cosmetics",633,"Perfumes",63303,"Chemical Products",6,20573288,2002
"Perfumery & cosmetics",633,"Beauty Products",63304,"Chemical Products",6,41107217,2002
"Perfumery & cosmetics",633,"Hair Products",63305,"Chemical Products",6,51867669,2002
"Perfumery & cosmetics",633,"Dental Products",63306,"Chemical Products",6,40415992,2002
"Perfumery & cosmetics",633,"Shaving Products",63307,"Chemical Products",6,16392461,2002
"Soap, cleaners, candles, dental, modelling pastes",634,"Soap",63401,"Chemical Products",6,35406672,2002
"Soap, cleaners, candles, dental, modelling pastes",634,"Cleaning Products",63402,"Chemical Products",6,73190923,2002
"Soap, cleaners, candles, dental, modelling pastes",634,"Lubricating Products",63403,"Chemical Products",6,7160540,2002
"Soap, cleaners, candles, dental, modelling pastes",634,"Waxes",63404,"Chemical Products",6,3989191,2002
"Soap, cleaners, candles, dental, modelling pastes",634,"Polishes and Creams",63405,"Chemical Products",6,4027859,2002
"Soap, cleaners, candles, dental, modelling pastes",634,"Candles",63406,"Chemical Products",6,1118981,2002
"Soap, cleaners, candles, dental, modelling pastes",634,"Pastes and Waxes",63407,"Chemical Products",6,547770,2002
"Glues, starches, & albuminoid products",635,"Casein",63501,"Chemical Products",6,2964237,2002
"Glues, starches, & albuminoid products",635,"Water Soluble Proteins",63502,"Chemical Products",6,1241505,2002
"Glues, starches, & albuminoid products",635,"Gelatin",63503,"Chemical Products",6,4192794,2002
"Glues, starches, & albuminoid products",635,"Peptones",63504,"Chemical Products",6,5538903,2002
"Glues, starches, & albuminoid products",635,"Dextrins",63505,"Chemical Products",6,787295,2002
"Glues, starches, & albuminoid products",635,"Glues",63506,"Chemical Products",6,10704040,2002
"Glues, starches, & albuminoid products",635,"Enzymes",63507,"Chemical Products",6,4483746,2002
"Explosives, matches, & fireworks",636,"Propellant Powders",63601,"Chemical Products",6,54897,2002
"Explosives, matches, & fireworks",636,"Prepared Explosives",63602,"Chemical Products",6,1434498,2002
"Explosives, matches, & fireworks",636,"Detonating Fuses",63603,"Chemical Products",6,1694964.0000000002,2002
"Explosives, matches, & fireworks",636,"Fireworks",63604,"Chemical Products",6,2871663,2002
"Explosives, matches, & fireworks",636,"Matches",63605,"Chemical Products",6,57937.99999999999,2002
"Explosives, matches, & fireworks",636,"Pyrophoric Alloys",63606,"Chemical Products",6,104181,2002
"Photo & movie goods",637,"Photographic Plates",63701,"Chemical Products",6,11072198,2002
"Photo & movie goods",637,"Photographic Film",63702,"Chemical Products",6,8764409,2002
"Photo & movie goods",637,"Photographic Paper",63703,"Chemical Products",6,6465163,2002
"Photo & movie goods",637,"Undeveloped Exposed Photographic Material",63704,"Chemical Products",6,114822,2002
"Photo & movie goods",637,"Developed Exposed Photographic Material",63705,"Chemical Products",6,210079,2002
"Photo & movie goods",637,"Motion-picture film, exposed and developed",63706,"Chemical Products",6,2693819,2002
"Photo & movie goods",637,"Photographic Chemicals",63707,"Chemical Products",6,5794177,2002
"Chemical products n.e.s.",638,"Artificial Graphite",63801,"Chemical Products",6,6802100,2002
"Chemical products n.e.s.",638,"Activated Carbon",63802,"Chemical Products",6,6182924,2002
"Chemical products n.e.s.",638,"Tall Oil",63803,"Chemical Products",6,448348.99999999994,2002
"Chemical products n.e.s.",638,"Wood Pulp Lyes",63804,"Chemical Products",6,579231,2002
"Chemical products n.e.s.",638,"Turpentine",63805,"Chemical Products",6,880089,2002
"Chemical products n.e.s.",638,"Rosin",63806,"Chemical Products",6,1783963,2002
"Chemical products n.e.s.",638,"Wood Tar, Oils and Pitch",63807,"Chemical Products",6,93461,2002
"Chemical products n.e.s.",638,"Pesticides",63808,"Chemical Products",6,54103997,2002
"Chemical products n.e.s.",638,"Dyeing Finishing Agents",63809,"Chemical Products",6,2757225,2002
"Chemical products n.e.s.",638,"Metal Pickling Preparations",63810,"Chemical Products",6,1302264,2002
"Chemical products n.e.s.",638,"Antiknock",63811,"Chemical Products",6,90111829,2002
"Chemical products n.e.s.",638,"Prepared Rubber Accelerators",63812,"Chemical Products",6,4086570,2002
"Chemical products n.e.s.",638,"Fire Extinguishers Preparations",63813,"Chemical Products",6,830888,2002
"Chemical products n.e.s.",638,"Organic Composite Solvents",63814,"Chemical Products",6,985168,2002
"Chemical products n.e.s.",638,"Reaction and Catalytic Products",63815,"Chemical Products",6,46457922,2002
"Chemical products n.e.s.",638,"Refractory Cements",63816,"Chemical Products",6,7824829,2002
"Chemical products n.e.s.",638,"Alkylbenzenes and Alkylnaphthalenes",63817,"Chemical Products",6,8437603,2002
"Chemical products n.e.s.",638,"Disc Chemicals for Electronics",63818,"Chemical Products",6,237253,2002
"Chemical products n.e.s.",638,"Hydraulic Brake Fluid",63819,"Chemical Products",6,734922,2002
"Chemical products n.e.s.",638,"Antifreeze",63820,"Chemical Products",6,1240889,2002
"Chemical products n.e.s.",638,"Micro-Organism Culture Preparations",63821,"Chemical Products",6,1238063,2002
"Chemical products n.e.s.",638,"Laboratory Reagents",63822,"Chemical Products",6,15198678,2002
"Chemical products n.e.s.",638,"Industrial Fatty Acids, Oils and Alcohols",63823,"Chemical Products",6,3517672,2002
"Chemical products n.e.s.",638,"Prepr binder for foundry",63824,"Chemical Products",6,33431263,2002
"Plastics & articles thereof",739,"Ethylene Polymers",73901,"Plastics and Rubbers",7,28741137,2002
"Plastics & articles thereof",739,"Propylene Polymers",73902,"Plastics and Rubbers",7,8167054,2002
"Plastics & articles thereof",739,"Styrene Polymers",73903,"Plastics and Rubbers",7,12437631,2002
"Plastics & articles thereof",739,"Vinyl Chloride Polymers",73904,"Plastics and Rubbers",7,11838521,2002
"Plastics & articles thereof",739,"Other Vinyl Polymers",73905,"Plastics and Rubbers",7,4697910,2002
"Plastics & articles thereof",739,"Acrylic Polymers",73906,"Plastics and Rubbers",7,17299032,2002
"Plastics & articles thereof",739,"Polyacetals",73907,"Plastics and Rubbers",7,57774925,2002
"Plastics & articles thereof",739,"Polyamides",73908,"Plastics and Rubbers",7,2562223,2002
"Plastics & articles thereof",739,"Amino-resins",73909,"Plastics and Rubbers",7,10535506,2002
"Plastics & articles thereof",739,"Silicone",73910,"Plastics and Rubbers",7,4649393,2002
"Plastics & articles thereof",739,"Petroleum Resins",73911,"Plastics and Rubbers",7,4462295,2002
"Plastics & articles thereof",739,"Cellulose",73912,"Plastics and Rubbers",7,31475463,2002
"Plastics & articles thereof",739,"Natural Polymers",73913,"Plastics and Rubbers",7,6226567,2002
"Plastics & articles thereof",739,"Polymer Ion-Exchangers",73914,"Plastics and Rubbers",7,2092160,2002
"Plastics & articles thereof",739,"Scrap Plastic",73915,"Plastics and Rubbers",7,302694,2002
"Plastics & articles thereof",739,"Monofilament",73916,"Plastics and Rubbers",7,1515625,2002
"Plastics & articles thereof",739,"Plastic Pipes",73917,"Plastics and Rubbers",7,32194773,2002
"Plastics & articles thereof",739,"Plastic Floor Coverings",73918,"Plastics and Rubbers",7,1561711,2002
"Plastics & articles thereof",739,"Self-adhesive Plastics",73919,"Plastics and Rubbers",7,15507404,2002
"Plastics & articles thereof",739,"Raw Plastic Sheeting",73920,"Plastics and Rubbers",7,49559260,2002
"Plastics & articles thereof",739,"Other Plastic Sheetings",73921,"Plastics and Rubbers",7,19410149,2002
"Plastics & articles thereof",739,"Plastic Wash Basins",73922,"Plastics and Rubbers",7,1124141,2002
"Plastics & articles thereof",739,"Plastic Lids",73923,"Plastics and Rubbers",7,48026437,2002
"Plastics & articles thereof",739,"Plastic Housewares",73924,"Plastics and Rubbers",7,19599574,2002
"Plastics & articles thereof",739,"Plastic Building Materials",73925,"Plastics and Rubbers",7,3919714,2002
"Plastics & articles thereof",739,"Other Plastic Products",73926,"Plastics and Rubbers",7,45380036,2002
"Rubber & articles thereof",740,"Rubber",74001,"Plastics and Rubbers",7,14430313.999999998,2002
"Rubber & articles thereof",740,"Synthetic Rubber",74002,"Plastics and Rubbers",7,32197147,2002
"Rubber & articles thereof",740,"Reclaimed Rubber",74003,"Plastics and Rubbers",7,299626,2002
"Rubber & articles thereof",740,"Scrap Rubber",74004,"Plastics and Rubbers",7,188847,2002
